Date,Country,MV_USD,PnL_USD,Country_Ret_USD
2025-07-04,US,5432061.8,0.0,0.0
2025-07-04,HK,2362462.8513861494,-528.817352480597,-0.00023183256661002231
2025-07-04,JP,0.0,0.0,
2025-07-05,US,5432061.8,0.0,0.0
2025-07-05,HK,2362462.8513861494,0.0,0.0
2025-07-05,JP,0.0,0.0,
2025-07-07,US,5537976.8,105915.00000000029,0.01949812132107928
2025-07-07,HK,2388430.2450507293,26599.40343418986,0.011262196667727513
2025-07-07,JP,0.0,0.0,
2025-07-08,US,6101419.4,-30941.400000000252,-0.005587130664758339
2025-07-08,HK,3123539.409518422,54944.07423930075,0.02300426162880623
2025-07-08,JP,0.0,0.0,
2025-07-09,US,6034786.0,-66633.39999999979,-0.010920967013019919
